chromosome	start	finish	huvec	CD14pos	kera
chr10	46377543	46378885			Enhancer/Promoter
chr10	46385678	46387884		Enhancer	
chr10	46396445	46398674		Enhancer/CTCF	
chr10	46436756	46437217		Enhancer	
chr10	46467915	46468707			CTCF
chr10	46474855	46475422			Enhancer
chr10	46523601	46525096			Enhancer
chr10	46525136	46525667			Enhancer
chr10	46544764	46545713			CTCF
chr10	46565316	46566406			
chr10	46585174	46585677		Promoter	
chr10	46586514	46587600	CTCF		CTCF
chr10	46588188	46588679		Enhancer	
chr10	46597584	46598599			Promoter/CTCF
chr10	46615474	46616002		Enhancer	
chr10	46616112	46616683		Enhancer	
chr10	46617042	46617639		Enhancer	
chr10	46635194	46636013	Promoter	Promoter	
chr10	46653448	46654629	CTCF	CTCF	
chr10	46670813	46671240		Enhancer	
chr10	46693137	46693805		CTCF	
chr10	46720294	46720999			CTCF
chr10	46749437	46749878		Enhancer	
chr10	46786360	46787003		Promoter	
chr10	46787189	46787577		Promoter	
chr10	46986900	46987795			CTCF
chr10	46992415	46993509			CTCF
chr10	47024207	47025496			CTCF
chr10	47046925	47048399			CTCF
chr10	47134032	47134613		Enhancer	
chr10	47160835	47161457		Enhancer	
chr10	47164081	47164578			Enhancer
chr10	47164659	47165142		Enhancer	
chr10	47165339	47166622		Promoter	
chr10	47167236	47167769		Enhancer	
chr10	47254657	47255627		Enhancer	
chr10	47256531	47258205		Enhancer	
chr10	47264817	47265428		Enhancer	
chr10	47311855	47313321			CTCF
chr10	47340205	47341615			CTCF
chr10	47360118	47360746			CTCF
chr10	47360940	47362013	CTCF	CTCF	CTCF
chr10	47384094	47384940	Promoter	Promoter	
chr10	47402878	47403507			Enhancer
chr10	47406257	47407304			Enhancer
chr10	47412833	47413301	Enhancer		
chr10	47438655	47439630			CTCF
chr10	47461076	47462253			
chr10	47462379	47463373			Enhancer
chr10	47472032	47474283		Enhancer	
chr10	47480854	47482322			Promoter
chr10	47482498	47484489			Promoter
chr10	47552707	47554044	Promoter		
chr10	47590560	47590963		Enhancer	
chr10	47646469	47647344			
chr10	47670807	47671241		Enhancer/Promoter	
chr10	47687008	47688245		CTCF	
chr10	47705652	47706508	Promoter	Promoter	
chr10	47724042	47724641		Enhancer	
chr10	47724999	47725573		Enhancer	
chr10	47725696	47726212		Enhancer	
chr10	47743228	47744297			CTCF
chr10	47753143	47753614		Enhancer	
chr10	47754323	47755346			CTCF
chr10	47756144	47756645		Enhancer	
chr10	47775281	47776524			CTCF
chr10	47916005	47916833			CTCF
chr10	47947419	47947894		Enhancer	
chr10	47986399	47987298		CTCF	CTCF
chr10	47987689	47988657			Promoter
chr10	47988778	47989991			Promoter
chr10	47990374	47992365			Promoter
chr10	48063989	48064834	CTCF	CTCF	CTCF
chr10	48214713	48216294		CTCF	
chr10	48253836	48254450			Enhancer
chr10	48289212	48290351			CTCF
chr10	48306160	48307827	Promoter	Enhancer/Promoter	
chr10	48346099	48346767			CTCF
chr10	48363392	48364524	Enhancer		CTCF
chr10	48390837	48391856	Enhancer		
chr10	48456389	48456873		Enhancer	
chr10	48469866	48470825	Enhancer		
chr10	48476352	48476907	Enhancer		
chr10	48502017	48502610		Enhancer	
chr10	48505248	48506428		Enhancer	CTCF
chr10	48511777	48512547		Enhancer	
chr10	48516887	48517310		Enhancer	
chr10	48517823	48518549		Enhancer	
chr10	48523816	48524944	Promoter/CTCF		
chr10	48526147	48526917	Enhancer		
chr10	48550070	48550510	Enhancer		
chr10	48551162	48552537			
chr10	48577007	48577646		Enhancer	
chr10	48604356	48605372		Enhancer/Promoter	
chr10	48606170	48607650	Enhancer	Enhancer	
chr10	48607771	48608774		Enhancer/CTCF	CTCF
chr10	48623531	48624327		Enhancer	
chr10	48624893	48625483		Enhancer	
chr10	48634058	48635283		Enhancer	
chr10	48639566	48640090		Enhancer	
chr10	48640310	48640736		Enhancer	
chr10	48652329	48652756		Enhancer	
chr10	48654932	48657050			CTCF
chr10	48657817	48659237			CTCF
chr10	48667999	48668640		Enhancer	
chr10	48684548	48685745		Enhancer	
chr10	48713972	48714529		Enhancer	
chr10	48748554	48748939		Enhancer	
chr10	48759094	48759829		Enhancer	
chr10	48789998	48790589		Enhancer	
chr10	48798479	48798897		Enhancer	
chr10	48799581	48800851		Enhancer	
chr10	48800867	48801499		Promoter	
chr10	48946497	48947767	Enhancer		
chr10	48980710	48982049	CTCF	CTCF	CTCF
chr10	49161467	49162061			
chr10	49164314	49165370			CTCF
chr10	49168798	49169568		Enhancer	
chr10	49173862	49174686		Enhancer	
chr10	49176920	49178368		Enhancer	
chr10	49183581	49184108		Enhancer	
chr10	49188156	49188897		Enhancer	
chr10	49189895	49190928		Enhancer	
chr10	49240987	49241307		Enhancer	
chr10	49243623	49243988		Enhancer	
chr10	49256983	49257594		Enhancer	
chr10	49272194	49272751		Enhancer	
chr10	49279886	49280581		Enhancer	
chr10	49282889	49283542		Enhancer	
chr10	49285012	49285783		Enhancer	
chr10	49309677	49311046		Promoter	
chr10	49311178	49312561		Enhancer	
chr10	49319190	49319585		Enhancer	
chr10	49319865	49320172		Enhancer	
chr10	49359785	49360625		Enhancer	
chr10	49362434	49363367		Enhancer	
chr10	49406930	49409083			CTCF
chr10	49518716	49519670			
chr10	49534851	49535583	Enhancer	Enhancer	
chr10	49538338	49540076	Promoter	Enhancer	Promoter
chr10	49551901	49552957	Enhancer		Enhancer
chr10	49592619	49593823			CTCF
chr10	49594232	49595170			CTCF
chr10	49601740	49602244			Enhancer
chr10	49831171	49832098	Enhancer		
chr10	49941201	49942901	Promoter	Enhancer	
chr10	49953157	49953496		CTCF	
chr10	50067401	50068424	Promoter	Enhancer	Promoter
chr10	50143543	50143889		Enhancer	
chr10	50224320	50224782			CTCF
chr10	50322009	50322507		Enhancer	
chr10	50322748	50323615		Enhancer	
chr10	50324012	50324540		Promoter	
chr10	50362451	50362970		Enhancer	
chr10	50367397	50368326			
chr10	50394686	50395779		Enhancer	
chr10	50395822	50396282		Enhancer	
chr10	50396917	50397358		Enhancer	
chr10	50416962	50417362		Promoter	
chr10	50417410	50418757		Promoter	
chr10	50420972	50421997			
chr10	50422243	50422741		Enhancer	
chr10	50431039	50431503		Enhancer	
chr10	50438553	50438907		Enhancer	
chr10	50456672	50457167		Enhancer	
chr10	50458398	50458934		Promoter	
chr10	50464113	50464507		Enhancer	
chr10	50577727	50578065		Enhancer	
chr10	50621796	50623119	Promoter	Promoter	Promoter
chr10	50623605	50625678	Promoter/CTCF	Enhancer	
chr10	50659902	50660679			CTCF
chr10	50739485	50740746	Promoter		
chr10	51010284	51011619		CTCF	CTCF
chr10	51381253	51381817	Enhancer/CTCF		Enhancer
chr10	51389126	51389958	CTCF		CTCF
chr10	51422551	51422986	CTCF		
chr10	51601530	51601960	CTCF		
chr10	51699126	51700694	Enhancer	Enhancer	
chr10	52215718	52216196	CTCF		
chr10	52307994	52309033			
chr10	52313998	52315235	Promoter/CTCF		Promoter/CTCF
chr10	52443104	52444165	Enhancer		
chr10	52539404	52539951			Enhancer
chr10	52644266	52645230	CTCF		CTCF
chr10	52729322	52729859	CTCF		
chr10	52740181	52741695		CTCF	CTCF
chr10	52778353	52779556			CTCF
chr10	52779745	52780963		CTCF	CTCF
chr10	52883838	52884774			
chr10	52951288	52952407			
chr10	53012949	53013814		Enhancer	
chr10	53030410	53030901		Enhancer	
chr10	53403517	53404496	Enhancer		
chr10	53601109	53601783			CTCF
chr10	54800831	54801709			CTCF
chr10	55500737	55501511			CTCF
chr10	55629476	55630567	Promoter/CTCF		
chr10	55630921	55631819	Promoter/CTCF		CTCF
chr10	55695351	55695782	Enhancer/CTCF		
chr10	56360959	56362037	Promoter	Promoter	Promoter
chr10	57656991	57657742			CTCF
chr10	58065021	58065791			CTCF
chr10	58152517	58153232			CTCF
chr10	58237170	58238312	Enhancer		
chr10	58266239	58267480		Enhancer	
chr10	58267532	58268476	Promoter	Promoter	
chr10	58268547	58269969	Promoter		
chr10	58282338	58283162	Enhancer	Enhancer	
chr10	58291286	58292237			CTCF
chr10	58299245	58300168	CTCF		
chr10	58322243	58322993		Enhancer	
chr10	58330373	58330875		Enhancer	
chr10	58331609	58332081		Enhancer	
chr10	58334704	58335364	Promoter	Promoter	
chr10	58335455	58336124	Promoter	Promoter	
chr10	58350556	58351259		Enhancer	
chr10	58383966	58386126	Promoter/CTCF		
chr10	58435228	58435754			Enhancer
chr10	58436086	58436603			Enhancer
chr10	58530699	58531703	CTCF		CTCF
chr10	58577381	58577742		Enhancer	
chr10	58592990	58593445		Promoter	
chr10	58856436	58856940			Enhancer
chr10	58952154	58953290		CTCF	CTCF
chr10	59173745	59174130	Enhancer/CTCF		
chr10	59621779	59623123		CTCF	
chr10	59625438	59626621			
chr10	59809117	59810058		CTCF	CTCF
chr10	59830410	59831842	CTCF	CTCF	CTCF
chr10	59864489	59865585		CTCF	CTCF
chr10	59885383	59885862		Enhancer	
chr10	59892702	59893112		Enhancer	
chr10	59903942	59904191		Enhancer	
chr10	59906082	59907422	Promoter/CTCF		Promoter/CTCF
chr10	59965300	59965850			Enhancer
chr10	59991551	59992238		Promoter	
chr10	60030351	60030740		Enhancer	
chr10	60031534	60032188		Enhancer	
chr10	60032554	60033463			
chr10	60098997	60100785		CTCF	
chr10	60114781	60115201	CTCF		
chr10	60123083	60123639			Enhancer
chr10	60180169	60180596	Enhancer/CTCF		
chr10	60236817	60237702		Enhancer	
chr10	60237988	60238409		Enhancer	
chr10	60312971	60313760	Enhancer		
chr10	60314118	60314954	Enhancer		
chr10	60434297	60435045		CTCF	
chr10	60646984	60647984			
chr10	60663251	60663663		Enhancer	
chr10	60732792	60733811			Promoter/CTCF
chr10	60777843	60778878	Promoter	Promoter	Promoter
chr10	60809103	60809606		Enhancer	
chr10	60815815	60817384			CTCF
chr10	60827630	60829194	Enhancer		
chr10	60882928	60883644			CTCF
chr10	60942783	60943215		Enhancer	
chr10	60943451	60943837		Enhancer	
chr10	60943994	60944956	Promoter	Promoter	
chr10	60963736	60964944	Enhancer/CTCF		CTCF
chr10	60978301	60980257	Enhancer		
chr10	61024514	61025381	CTCF		
chr10	61283941	61285075			CTCF
chr10	61385242	61385621		Enhancer	
chr10	61388957	61389414		Enhancer	
chr10	61389702	61390402		Enhancer	
chr10	61390755	61391525		Enhancer	
chr10	61397052	61398141		Enhancer	
chr10	61464445	61465473		Enhancer	
chr10	61465745	61466445		Enhancer	
chr10	61620385	61621022	Enhancer		
chr10	61662675	61663308	Promoter		
chr10	61733218	61733848			
chr10	61750571	61751526			CTCF
chr10	61834901	61835705			CTCF
chr10	61867860	61868248	Promoter		
chr10	61896495	61898287			Enhancer/CTCF
chr10	61898948	61900774	Promoter		
chr10	61901049	61901838		Promoter	
chr10	61902089	61904064	Promoter	Promoter	Promoter
chr10	61904521	61905205	Enhancer		
chr10	61940962	61941817		Enhancer	
chr10	61942832	61943327		Enhancer	
chr10	61978775	61979523			
chr10	61991111	61991580		Enhancer	
chr10	61992025	61993722		Enhancer	
chr10	62016795	62017351		Enhancer	
chr10	62027736	62028859			Enhancer
chr10	62038251	62039257			
chr10	62044585	62044905		Enhancer	
chr10	62045870	62046409		Enhancer	
chr10	62048821	62050149	Promoter		
chr10	62050922	62051470	Promoter		
chr10	62059154	62059817		Enhancer	
chr10	62082382	62084344	Enhancer		
chr10	62109828	62110338		Enhancer	
chr10	62130554	62131652	Enhancer		
chr10	62166759	62167240		Enhancer	
chr10	62243168	62243795		Promoter	
chr10	62244717	62246174	CTCF		CTCF
chr10	62268475	62268990		Enhancer/Promoter	
chr10	62379924	62380480			Enhancer
chr10	62383968	62384601			Enhancer
chr10	62384786	62385211			Enhancer
chr10	62433082	62433591	Enhancer		
chr10	62437034	62438257	CTCF		
chr10	62493880	62494388		Enhancer	
chr10	62500058	62500541		Enhancer	
chr10	62501453	62502039		Enhancer	
chr10	62503107	62503681		Enhancer	
chr10	62528516	62528821		Enhancer	
chr10	62540236	62540758		Enhancer	
chr10	62541743	62542287		Enhancer	
chr10	62545198	62546344		Enhancer	
chr10	62553984	62555261			
chr10	62593636	62594649			
chr10	62610070	62611286			CTCF
chr10	62613412	62614264		Enhancer	
chr10	62614362	62615295		Enhancer	
chr10	62617476	62618587		Enhancer	
chr10	62618710	62619916		Enhancer	
chr10	62620228	62621513		Enhancer	
chr10	62631250	62631628		Enhancer	
chr10	62631986	62633106		Enhancer	
chr10	62637270	62638517		Enhancer	
chr10	62640320	62640867		Enhancer	
chr10	62649006	62649127		Enhancer	
chr10	62653163	62653653		Enhancer	
chr10	62666200	62666706		Enhancer	
chr10	62681008	62681874		Enhancer	
chr10	62689671	62690156		Enhancer	
chr10	62690823	62691219		Enhancer	
chr10	62710146	62710643		Enhancer	
chr10	62727910	62728343		Enhancer	
chr10	62728415	62728964		Enhancer	
chr10	62735851	62736598		Enhancer	
chr10	62742411	62743118		Enhancer	
chr10	62745599	62745997		Enhancer	
chr10	62759757	62760951	Enhancer	Enhancer	
chr10	62761170	62761576		Enhancer	
chr10	62804188	62805523	Promoter	Promoter	
chr10	62816112	62817553	Promoter	Enhancer	
chr10	62817617	62819369	Promoter/CTCF		Promoter/CTCF
chr10	62851183	62852053			CTCF
chr10	62853684	62854124		Enhancer	
chr10	63083866	63084271		CTCF	
chr10	63132837	63134596	Promoter	Enhancer	Promoter
chr10	63144043	63144449		Enhancer	
chr10	63155300	63156012		Enhancer	
chr10	63157714	63158942			CTCF
chr10	63166199	63167426			CTCF
chr10	63173872	63174223		Enhancer	
chr10	63206793	63208089	Enhancer	Enhancer	
chr10	63214626	63214980		Enhancer	
chr10	63217091	63217467		CTCF	
chr10	63236323	63236929		Enhancer	
chr10	63241588	63242408	Enhancer		
chr10	63256062	63256841		Enhancer/Promoter	
chr10	63260812	63261303		Enhancer	
chr10	63265104	63265513		Promoter	
chr10	63267385	63267781		Promoter	
chr10	63268634	63269655	Promoter	Promoter	Promoter
chr10	63273541	63274027		Enhancer	
chr10	63377011	63377509		Enhancer	
chr10	63421590	63422024		Enhancer	
chr10	63430061	63431442	Enhancer		
chr10	63465204	63466308		Promoter	
chr10	63520935	63522195		Promoter	
chr10	63628446	63631290			
chr10	63644142	63645283	Enhancer		
chr10	63648447	63648871	CTCF		
chr10	63670147	63670979	Enhancer		
chr10	63671088	63672128	Enhancer		
chr10	63692144	63692530		Enhancer	
chr10	63700037	63700606		Enhancer	
chr10	63700812	63701295		Enhancer	
chr10	63702935	63703728		Enhancer	
chr10	63707129	63707801		Enhancer	
chr10	63711374	63713116	Enhancer	Enhancer	Enhancer
chr10	63719762	63720722			CTCF
chr10	63798765	63799928	Enhancer		
chr10	63819499	63820367			
chr10	63834766	63835191	Enhancer/CTCF		
chr10	63865577	63867446	CTCF	CTCF	CTCF
chr10	63872124	63872871	CTCF		CTCF
chr10	63976338	63978018		CTCF	CTCF
chr10	64040749	64042077	CTCF		CTCF
chr10	64733848	64734513			
chr10	65340142	65340888	Enhancer		
chr10	65340991	65342149	Enhancer		
chr10	65358439	65359096			CTCF
chr10	66180444	66181564		CTCF	
chr10	66925633	66926377			CTCF
chr10	67761728	67762186		Enhancer	
chr10	67763421	67764786		Enhancer	
chr10	67772786	67773440		Enhancer	
chr10	67779536	67780901			CTCF
chr10	67787744	67789158	CTCF		CTCF
chr10	67849221	67850196	Promoter	Promoter	Promoter
chr10	67854785	67856265			CTCF
chr10	67883690	67886019	Promoter	Enhancer	
chr10	68074047	68075797	Promoter	Promoter	
chr10	68096955	68097613			Enhancer
chr10	68153385	68154512	Enhancer		
chr10	68156052	68157303			CTCF
chr10	68208205	68209050			CTCF
chr10	68212430	68213470			
chr10	68231050	68231976	Promoter	Promoter	
chr10	68300630	68301087		Enhancer	
chr10	68301966	68302878			
chr10	68328195	68328724		Enhancer/Promoter	
chr10	68331137	68333376			
chr10	68348116	68349283	CTCF		CTCF
chr10	68406165	68407761		Promoter/CTCF	Promoter/CTCF
chr10	68471543	68472312	Promoter	Enhancer/Promoter	
chr10	68527044	68527944	Promoter	Enhancer	Promoter
chr10	68550589	68551383	CTCF		CTCF
chr10	68600014	68600879	Promoter		
chr10	68666132	68666930			Enhancer
chr10	68720704	68721909	Promoter	Promoter	Promoter
chr10	68796330	68797125			Enhancer
chr10	68827080	68827630	Promoter		
chr10	68900434	68902005	Promoter	Enhancer	Promoter
chr10	68955372	68957503			
chr10	68988328	68989651	Promoter	Enhancer/CTCF	
chr10	69004371	69005375	CTCF		
chr10	69043822	69045059		Enhancer	
chr10	69045122	69046227		Enhancer	
chr10	69047357	69047884		Enhancer	
chr10	69047926	69048592		Enhancer	
chr10	69048807	69049284		Enhancer	
chr10	69049487	69050137		Enhancer	
chr10	69051199	69051815		Enhancer	
chr10	69051950	69052505		Enhancer	
chr10	69053726	69054672		Enhancer	
chr10	69056005	69056568		Enhancer	
chr10	69057143	69058043		Promoter	
chr10	69061178	69062087	Enhancer	Promoter	
chr10	69062856	69063395		Promoter	
chr10	69064127	69064576		Enhancer	
chr10	69065039	69066586		Enhancer	
chr10	69068542	69069030		Enhancer	
chr10	69073031	69073481		Enhancer	
chr10	69073929	69074307		Enhancer	
chr10	69074500	69074938		Enhancer	
chr10	69086033	69086607	Enhancer	Promoter	
chr10	69087390	69089426	Enhancer	Promoter	
chr10	69089891	69091532	Promoter	Enhancer	
chr10	69092963	69094442		Enhancer/CTCF	
chr10	69095980	69096410		Enhancer	
chr10	69101404	69102232		Enhancer	
chr10	69123272	69125229	Enhancer	Enhancer	
chr10	69149546	69149935	CTCF		
chr10	69179374	69180759	Promoter	Enhancer	
chr10	69214650	69215062		Enhancer	
chr10	69217125	69217600	Enhancer		
chr10	69221763	69223278	CTCF		
chr10	69225147	69225657	Enhancer		
chr10	69229295	69229727		Enhancer/Promoter	
chr10	69232285	69232807			Enhancer
chr10	69236926	69238229	CTCF		CTCF
chr10	69279258	69279368		Enhancer	
chr10	69318117	69319860	Promoter		
chr10	69321028	69321485		Enhancer/Promoter	
chr10	69321743	69322430	Enhancer		
chr10	69327930	69328440		Promoter	
chr10	69333966	69334570		Promoter	
chr10	69335005	69335609		Promoter	
chr10	69337023	69337991		Promoter	
chr10	69346792	69347218		Enhancer	
chr10	69348875	69349562		Enhancer	
chr10	69359039	69359531		Enhancer	
chr10	69377692	69378567	Enhancer		
chr10	69382688	69383281			Enhancer
chr10	69392271	69393479			CTCF
chr10	69407519	69409399	Promoter/CTCF		
chr10	69413243	69413635		CTCF	
chr10	69439720	69440133		Enhancer	
chr10	69446339	69447442	Enhancer		
chr10	69449729	69450273	Enhancer/CTCF		
chr10	69450970	69451695	Enhancer/Promoter	Promoter	
chr10	69464254	69465039	Enhancer		
chr10	69481335	69481711		Enhancer	
chr10	69507599	69508514			CTCF
chr10	69515139	69516816			CTCF
chr10	69629410	69630735	CTCF	CTCF	CTCF
chr10	69638760	69640786			
chr10	69644061	69645198	CTCF		CTCF
chr10	69695913	69696658			
chr10	69716728	69717892			CTCF
chr10	69728133	69728888	Enhancer		
chr10	69742979	69743753			CTCF
chr10	69788705	69789688			CTCF
chr10	69799835	69801798	Promoter/CTCF		Promoter/CTCF
chr10	69816548	69816917		Enhancer	
chr10	69819644	69820120	Enhancer		
chr10	69829591	69830347	Enhancer		
chr10	69838798	69839330	Enhancer		
chr10	69845786	69846350	Enhancer		
chr10	69863615	69864040			Enhancer
chr10	69864189	69864866	Enhancer		Enhancer
chr10	69866535	69867187	Enhancer		
chr10	69882996	69884109			CTCF
chr10	69901404	69902241	CTCF		CTCF
chr10	69914267	69915829	CTCF		CTCF
chr10	69957907	69959286	CTCF		CTCF
chr10	69959773	69960406		Enhancer	
chr10	70115625	70117050	CTCF		CTCF
chr10	70132634	70133101		Promoter	
chr10	70145420	70147455			
chr10	70169553	70171065	Promoter	Promoter	Promoter
chr10	70174043	70174738		Enhancer	
chr10	70192000	70192448		Enhancer	
chr10	70221178	70222151			
chr10	70232171	70234058	Promoter	Promoter	Promoter
chr10	70272925	70273169		CTCF	
chr10	70280051	70280518		Enhancer	
chr10	70295897	70296283		Enhancer	
chr10	70296431	70296969		Enhancer	
chr10	70302168	70302764		Enhancer	
chr10	70306105	70306668		Enhancer	
chr10	70331390	70332283		Enhancer/Promoter	
chr10	70341013	70341403		Enhancer	
chr10	70348228	70349274			
chr10	70352629	70353420		Enhancer	
chr10	70354435	70354938		Enhancer	
chr10	70355114	70356107		Promoter	
chr10	70357606	70358095		Enhancer	
chr10	70362360	70362801		Enhancer	
chr10	70364221	70365215	CTCF		
chr10	70377943	70378613			Enhancer
chr10	70378967	70380252	CTCF	CTCF	
chr10	70382161	70383127	Promoter	Enhancer/Promoter	
chr10	70387173	70388030			Promoter
chr10	70403715	70405078	Promoter	Promoter	Promoter
chr10	70405178	70405928	Promoter	Enhancer	
chr10	70460986	70462014	CTCF		CTCF
chr10	70475558	70476113			Enhancer
chr10	70478321	70478630		Promoter	
chr10	70493220	70493783		Enhancer	
chr10	70494468	70495401		Enhancer	
chr10	70508764	70509761	Enhancer		
chr10	70537246	70538258			CTCF
chr10	70540076	70541213			CTCF
chr10	70549313	70550615	CTCF		CTCF
chr10	70558816	70560013			CTCF
chr10	70565581	70566007		Enhancer	
chr10	70575809	70576431		Enhancer/Promoter	
chr10	70715805	70716550		Enhancer	
chr10	70758576	70760397	CTCF		CTCF
chr10	70779872	70780412		Enhancer	
chr10	70815052	70816973			Promoter/CTCF
chr10	70832816	70833700		Enhancer	
chr10	70834398	70834890		Enhancer	
chr10	70866361	70866898		Enhancer	
chr10	70879686	70881050			CTCF
chr10	70888432	70888744		Promoter	
chr10	70902609	70904086	CTCF		CTCF
chr10	70925237	70926513	CTCF	CTCF	CTCF
chr10	71208724	71210116			CTCF
chr10	71212220	71212870	Promoter	Enhancer/Promoter	
chr10	71233933	71234350		Enhancer	
chr10	71268130	71268904			CTCF
chr10	71269579	71271075			CTCF
chr10	71284799	71285696			CTCF
chr10	71303268	71303679		CTCF	
chr10	71313589	71314908			CTCF
chr10	71316125	71316441		Enhancer	
chr10	71318659	71320194			
chr10	71333404	71333962		Enhancer	
chr10	71343258	71343816		Enhancer	
chr10	71351985	71352334		Enhancer	
chr10	71359200	71360008		Promoter	
chr10	71364349	71365159		Enhancer	
chr10	71366668	71367750		Enhancer	
chr10	71371671	71372419		Enhancer	
chr10	71372948	71373410		Enhancer	
chr10	71377135	71377804	Promoter	Enhancer	
chr10	71378299	71379108		Enhancer	
chr10	71379314	71379728		Enhancer	
chr10	71383531	71384918	CTCF		CTCF
chr10	71397106	71397594		Enhancer/Promoter	
chr10	71475176	71475580		Enhancer	
chr10	71486218	71487136	CTCF		CTCF
chr10	71569610	71571072	CTCF		CTCF
chr10	71597829	71599084		Enhancer	
chr10	71608716	71610053	CTCF		CTCF
chr10	71613352	71613863		Enhancer	
chr10	71623407	71623705		Enhancer	
chr10	71627946	71628415		Enhancer	
chr10	71635842	71636238		Enhancer	
chr10	71637669	71639043		Enhancer	
chr10	71693513	71693771		Enhancer	
chr10	71693858	71695081		Enhancer	
chr10	71696373	71697760			CTCF
chr10	71701447	71701921		Enhancer	
chr10	71707797	71709405	CTCF		CTCF
chr10	71713158	71714196		Promoter	
chr10	71725347	71727112			
chr10	71727344	71728837		Enhancer	
chr10	71729035	71729768		Enhancer	
chr10	71730382	71730814		Enhancer	
chr10	71735966	71736355		Enhancer	
chr10	71737925	71738352		Enhancer	
chr10	71739297	71739743		Enhancer	
chr10	71746493	71747068		Enhancer	
chr10	71747558	71748308		Enhancer	
chr10	71748529	71749279		Enhancer	
chr10	71750312	71751002		Enhancer	
chr10	71753317	71754122		Enhancer	
chr10	71754610	71755074		Enhancer	
chr10	71761136	71761464		Enhancer	
chr10	71766488	71767590			Enhancer
chr10	71768686	71769914	Enhancer		
chr10	71770127	71771465		Enhancer	
chr10	71772163	71772609		Promoter	
chr10	71772986	71774377			
chr10	71774892	71775836		Enhancer	
chr10	71776376	71776958		Enhancer	
chr10	71778390	71778832		Enhancer	
chr10	71797691	71798165		Enhancer	
chr10	71801406	71801806		Enhancer	
chr10	71805658	71806686		Enhancer	
chr10	71811589	71812737	CTCF		CTCF
chr10	71817549	71818765		Enhancer	
chr10	71828779	71829742		Enhancer	
chr10	71832922	71833379		Enhancer	
chr10	71836128	71836759		Enhancer	
chr10	71838025	71839231			Enhancer
chr10	71842054	71842294		Enhancer	
chr10	71845949	71846458		Enhancer	
chr10	71846767	71847275		Promoter	
chr10	71848852	71849250		Enhancer	
chr10	71850476	71852298	Promoter	Enhancer	Promoter
chr10	71852349	71852985		Enhancer	
chr10	71860191	71861310	Enhancer	Enhancer	
chr10	71868112	71868757		Enhancer	
chr10	71871144	71871794		Enhancer	
chr10	71873724	71873941		Enhancer	
chr10	71878577	71879077		Enhancer	
chr10	71880963	71881521		Enhancer	
chr10	71883570	71883883		Enhancer	
chr10	71887792	71888302		Enhancer	
chr10	71888421	71889697	Promoter	Promoter	
chr10	71889838	71890734		Promoter	
chr10	71892349	71893050		Enhancer	
chr10	71895666	71896081		Enhancer	
chr10	71896164	71897110			CTCF
chr10	71915780	71916552			CTCF
chr10	71955864	71956847			CTCF
chr10	71965040	71965525	Promoter		
chr10	71978222	71978904	Enhancer		
chr10	71984704	71985079		Enhancer	
chr10	71985446	71986076		Enhancer	
chr10	71998516	71999267			Enhancer
chr10	72008879	72010241			Enhancer
chr10	72048159	72049321			
chr10	72088876	72089248		Enhancer/Promoter	
chr10	72126205	72126618	CTCF		
chr10	72133494	72134003		Enhancer	
chr10	72186235	72187115		Enhancer	
chr10	72215470	72216824	Promoter	Enhancer	
chr10	72218371	72218769		Enhancer	
chr10	72222832	72223221		Enhancer	
chr10	72223595	72224254		Enhancer	
chr10	72232737	72233198		Enhancer	
chr10	72242558	72243214	Enhancer		
chr10	72248032	72249238	Enhancer		Enhancer
chr10	72255055	72255561		Enhancer/Promoter	
chr10	72256930	72257990		Enhancer	
chr10	72259931	72261810		Enhancer	
chr10	72272721	72275466			
chr10	72285180	72285615		Enhancer	
chr10	72295732	72296543		Enhancer	
chr10	72296984	72298859	Promoter	Enhancer	
chr10	72308341	72309012		Enhancer	
chr10	72310607	72311154		Enhancer	
chr10	72314862	72315341			Enhancer
chr10	72315456	72316169	Enhancer	Enhancer	
chr10	72316316	72316761		Enhancer	
chr10	72316903	72317301		Enhancer	
chr10	72318924	72320480	Enhancer	Enhancer	
chr10	72320488	72321435	Enhancer	Enhancer	Enhancer
chr10	72321629	72323081		Enhancer	Enhancer
chr10	72323772	72324202		Enhancer	
chr10	72325087	72325844	Enhancer		
chr10	72327691	72329005			
chr10	72330813	72332529		Enhancer	
chr10	72334722	72335956	Enhancer	Enhancer	
chr10	72336843	72338228			CTCF
chr10	72340167	72341342	CTCF		CTCF
chr10	72353297	72355510	Promoter		Promoter
chr10	72363799	72364895			
chr10	72470642	72471092		Enhancer	
chr10	72483412	72483815		Enhancer	
chr10	72490957	72491369		Enhancer	
chr10	72502537	72502981		Enhancer	
chr10	72503151	72503667		Enhancer	
chr10	72509913	72510358		Enhancer	
chr10	72511324	72512014		Enhancer	
chr10	72552922	72553359		Enhancer	
chr10	72563224	72563943		Enhancer	
chr10	72564665	72565042		Enhancer	
chr10	72593913	72594395		Enhancer	
chr10	72625241	72626567	Promoter	Promoter	
chr10	72637338	72637888		Enhancer	
chr10	72691773	72692805	Promoter	Promoter	Promoter
chr10	72753897	72754294		Enhancer	
chr10	72799959	72801007	Enhancer		
chr10	72846169	72846722			Enhancer
chr10	72886601	72887776	Enhancer		
chr10	72889191	72889933			Enhancer
chr10	73044249	73044851			Enhancer
chr10	73095378	73095829		Promoter	
chr10	73095903	73097414			
chr10	73110210	73111261	Promoter	Promoter	
chr10	73158812	73159815			
